GHCND,STATION_NAME,ST,COUNTY,LAT_DEC,LON_DEC
JAW00042210,YONABARU RYUKYU ISLANDS,,,26.2,127.75
JAW00042215,FUTENMA,,,26.26667,127.75
JAW00042216,HAMBY AAF,,,26.3,127.76667
JAW00042402,CHICHI JIMA BONIN ISLAND,,,27.08333,142.2
JAW00042501,MARCUS ISLAND NF,,,24.28666,153.98055
JAW00042502,MINAMI TORI SHIMA MA,,,24.28666,153.98055
JAW00043302,OSAKA,,,34.8,135.43333
JAW00043306,ASHIYA,,,33.86667,130.63333
JAW00043307,TACHIKAWA,,,35.7,139.4
JAW00043309,IRUMA JOHNSON AIR BASE,,,35.83333,139.41667
JAW00043310,FUKUOKA,,,33.58333,130.45
JAW00043311,TOKYO,,,35.55,139.76667
JAW00043312,NAGOYA,,,35.25,136.93333
JAW00043313,FUSSA YOKOTA AB,,,35.75,139.35
JAW00043314,MIHO,,,35.5,133.23333
JAW00043315,BOFU,,,34.03333,131.56667
JAW00043316,BRADY,,,33.63333,130.5
JAW00043317,YUKUHASHI,,,33.66667,131.03333
JAW00043318,NIIGATA,,,37.95,139.11667
JAW00043319,ATSUGI,,,35.45,139.45
JAW00043320,OPPAMA,,,35.31667,139.65
JAW00043321,KISARAZU,,,35.38333,139.91667
JAW00043322,IWAKUNI,,,34.15,132.23333
JAW00043323,YOKOSUKA,,,35.28333,139.66667
JAW00043324,IWAKUNI,,,34.15,132.23333
JAW00043325,CAMP ZAMA,,,35.51667,139.4
JAW00043326,CAMP OTSU,,,35.03333,135.86667
JAW00043327,CHOFU,,,35.65,139.4
JAW00043328,HAMAMATSU,,,34.75,137.7
JAW00043329,OTA,,,36.26667,139.41667
JAW00043401,MATSUSHIMA,,,38.4,141.21667
JAW00043402,KASUMINOM AIR FIELD,,,38.21667,140.91667
JAW00044401,CHITOSE HOKKAIDO,,,42.8,141.65
JAW00044402,MISAWA NAVAL AIR STATION,,,40.7,141.36667
KRW00020503,CHRISTMAS ISLAND AF,,,2.01667,-157.41667
KRW00040702,TARAWA,,,1.38166,173.14694
KRW00060502,MALDEN ISLAND AF,,,-4.0206,-154.9263
KRW00060702,CANTON ISLAND NF,,,-2.769444,-171.70222
KRW00060703,CANTON ISLAND,,,-2.76667,-171.71667
KSW00043201,SEOUL ROK K-14,,,37.55,126.8
KSW00043206,SUWON ROK K-13,,,37.25,127.0
KSW00043207,WEST PUSAN,,,35.18333,128.93333
KSW00043208,CHINHAE ROK K 10,,,35.13333,128.7
KSW00043211,TAEGU NO 2,,,35.83333,128.6
KSW00043212,TAEGU ROK K-2,,,35.9,128.65
KSW00043213,PUSAN AST - ROK K-9,,,35.16667,129.13333
KSW00043214,TAEJON ROK K-5,,,36.33333,127.38333
KSW00043215,YEO I DO K-16,,,37.53333,126.95
KSW00043216,PYONGTAEK,,,36.95,127.03333
KSW00043217,CHEJU DO K 40,,,33.5125,126.48861
KSW00043218,UIJONGBU CAMP RED CL,,,37.73333,127.05
KSW00043219,KUNSAN,,,35.9,126.61667
KSW00043220,KWANDAE RI TEAM 840,,,38.01667,128.13333
KSW00043221,DO ROK K-53,,,37.96667,124.66667
KSW00043222,HOENGSONG K 46,,,37.45,127.96667
KSW00043223,KANGNUNG ROK K 18,,,37.75,128.93333
KSW00043224,CHUNCHON TEAM 825 RO,,,37.93333,127.76667
KNW00043225,SOKCHORI,,,38.43333,127.3
KSW00043227,HONGCHON,,,37.7,127.86667
KSW00043238,YONGIL MAN MAG 12,,,35.98333,129.43333
KNW00043241,CHO DO,,,38.55,124.81667
KSW00043242,OSAN AB,,,37.08333,127.03333
KNW00043243,YO DO,,,39.23333,127.61667
KSW00043244,TONGGO RI,,,37.78333,126.85
KSW00043245,TONGDUCHON A 220,,,37.91667,127.05
KSW00043246,TAEGWANG-NI TEAM 813,,,38.16667,127.1
KSW00043247,CHOKHYON DONG TEAM 8,,,38.03333,127.36667
KSW00043248,CHOKHYON DONG TEAM 8,,,38.13333,127.3
KSW00043249,KUMHWA TEAM 822,,,38.25,127.41667
KSW00043250,HWACHON TEAM 830,,,38.13333,127.68333
KSW00043251,KUMSONG TEAM 831,,,38.36667,127.61667
KSW00043252,SOHUI RI TEAM 841,,,38.21667,128.06667
KSW00043254,KANSONG TEAM 850,,,38.31667,128.51667
KSW00043255,KOJIN NI TEAM 852,,,38.51667,128.41667
KSW00043256,KWANGJU ROK K 57,,,35.11667,126.81667
KSW00043257,KUMHWA TEAM 823,,,38.16667,127.43333
KSW00043258,MUNSAN TEAM 814,,,37.86667,126.81667
KSW00043259,HWACHON TEAM 832,,,38.16667,127.66667
KSW00043260,TACE TRACK TM 860,,,37.56667,127.03333
KSW00043261,WONJU TEAM 131,,,37.35,127.96667
KSW00043262,YANGGU TEAM 842,,,38.1,128.0
KSW00043263,CHEJU DO K 39,,,33.2,126.26667
KSW00043265,KAP YONG TEAM 824 RO,,,37.83333,127.51667
KSW00043271,CHUNCHON CAMP PAGE,,,37.88333,127.71667
KSW00043272,CAPE ST BARB,,,38.03333,127.15
KSW00043273,OSAN,,,37.03333,126.75
KSW00043274,ASCOM A 102,,,37.5,126.7
LAW00041051,VIENTIANE,,,17.98333,102.56667
LAW00041060,ATTOPEU L 10,,,14.8,106.81667
LAW00041061,LUANG PRABANG L 54,,,19.9,102.16667
LAW00041062,PHU CUM LS-50,,,19.9,103.13333
LAW00041071,PAKSE L-11,,,15.13333,105.78333
LAW00041074,SAVANNAKHET L-39,,,16.55,104.76667
LAW00041075,BAN-SAN-TON,,,19.16667,102.9
LAW00041076,SARAVANE L-44,,,15.68333,106.41667
LAW00041077,MUONG PHALANE L 61,,,16.68333,105.55
LYW00033123,WHEELUS,,,32.9,13.28333
MOW00013017,KENITRA PORT LYAUTEY,,,34.3,-6.6
MOW00013019,NOUASSEUR,,,33.36667,-7.58333
MOW00013020,SIDI SLIMANE,,,34.23333,-6.06667
MOW00013021,EL DJEMA SAHIM,,,32.35,-8.78333
MOW00013022,BOULHAUT,,,33.61667,-7.11667
MOW00013023,BEN GUERIR,,,32.11667,-7.88333
NCW00082608,NOUMEA NF,,,-22.26667,166.43333
NUW00011803,CORINTO,,,12.48333,-87.18333
PMW00010701,BALBOA ALBROOK,,,8.96667,-79.55
PMW00010705,HOWARD,,,8.91667,-79.6
PMW00010715,COCO SOLO,,,9.36667,-79.9
PMW00010716,BALBOA,,,8.93333,-79.56667
PMW00010718,FORT KOBBE,,,8.91667,-79.6
PMW00010719,FORT SHERMAN,,,9.36667,-79.95
PPW00080431,MANUS ISLAND NF,,,-2.01667,147.43333
RPW00041207,CLARK,,,15.18333,120.55
RPW00041220,JINAMOC ISLAND NF,,,11.26305,125.0775
RPW00041223,GUIUAN,,,11.03333,125.73333
RPW00041224,SANGLEY POINT,,,14.49472,120.91138
RPW00041225,SAN JOSE,,,12.6,121.0
RPW00041227,MANILA NF,,,14.6,121.0
RPW00041228,MANILA NF,,,14.6,121.0
RPW00041229,MANILA,,,14.55,120.98333
RPW00041230,OLONGAPO,,,14.81667,120.28333
RPW00041231,CUBI POINT NF,,,14.8,120.26667
RPW00041232,MACTAN ISLAND AF,,,10.31667,123.96667
SAW00032502,DHAHRAN,,,26.28333,50.15
BPW00080601,GUADALCANAL AAF,,,-9.43333,160.05
SPW00013024,MORON DE LA FRONTERA,,,37.18333,-5.6
SPW00013025,ROTA NAS,,,36.65,-6.35
SPW00014010,ZARAGOZA,,,41.66667,-1.03333
SPW00014011,TORREJON,,,40.48333,-3.45
STW00011601,ST LUCIA ISLAND,,,13.73333,-60.95
STW00011644,ST LUCIA ISLAND,,,13.75,-60.98333
THW00041001,DON MUANG,,,13.91667,100.61667
THW00041012,TA KHLI,,,15.28333,100.3
THW00041017,UBON RATCHATHANI,,,15.25,104.86667
THW00041018,UDON THANI,,,17.38333,102.8
THW00041019,NAKHON RATCHASIMA,,,14.93333,102.08333
THW00041020,NAKHON PHANOM,,,17.38333,104.65
THW00041028,U TAPAO RTNAS,,,12.68333,101.01667
THW00041082,NAM PHONG,,,16.63333,102.96667
TDW00011610,WALLER BWI,,,10.61667,-61.21667
TDW00011621,TRINIDAD BWI,,,10.68333,-61.61667
TUW00033207,IZMIR,,,38.5,27.01667
TUW00033308,INCIRLIK,,,37.0,35.43333
UKW00015014,MOLESWORTH,,,52.38333,-0.41667
UKW00015015,CHELVESTON,,,52.3,-0.53333
UKW00015018,BASSINGBOURN,,,52.1,-0.05
UKW00015027,WARRINGTON,EN,,53.38333,-2.65
UKW00015033,HUNTINGTON,EN,,52.36667,-0.21667
UKW00015034,WYTON,,,52.35,-0.11667
UKW00015035,WADDINGTON,,,53.16667,-0.51667
UKW00015036,OXFORD,EN,,51.75,-1.58333
UKW00015037,UPPER HEYFORD,EN,,51.93333,-1.25
UKW00015038,FAIRFORD,,,51.68333,-1.78333
UKW00015040,GREENHAM,EN,,51.38333,-1.28333
UKW00015041,STURGATE,,,53.36667,-0.68333
UKW00015042,BRUNTINGTHORPE,,,52.46667,-1.11667
UKW00035034,LAKENHEATH RAF,,,52.4,0.56667
UKW00035035,MARHAM,,,52.65,0.55
UKW00035036,SCULTHORPE ENGLAND,EN,,52.85,0.76667
UKW00035046,MILDENHALL,,,52.36667,0.48333
UKW00035047,MANSTON,EN,,51.35,1.36667
UKW00035048,BENTWATERS,,,52.13333,1.43333
UKW00035049,STANTON,EN,,52.31667,0.91667
UKW00035050,WETHERSFIELD,,,51.96667,0.5
UKW00035051,WOODBRIDGE,,,52.08333,1.4
UKW00035052,EAST KIRKBY,EN,,53.13333,0.0
UKW00035054,WEST MALLING,EN,,51.28333,0.4
VMW00040001,SOC TRANG,,,9.58333,105.96667
VMW00041003,DA NANG,,,16.05,108.2
VMW00041004,VUNG TAU,,,10.36667,107.1
VMW00041005,PLEIKU,,,14.0,108.01667
VMW00041006,VINH LONG,,,10.25,105.95
VMW00041007,PHONG DENH,,,10.05,105.76667
VMW00041008,SAIGON,,,10.81667,106.65
VMW00041009,BIEN HOA,,,10.96667,106.81667
VMW00041010,NHA TRANG,,,12.23333,109.2
VMW00041011,QUI NHON,,,13.76667,109.21667
VMW00041013,KY HA,,,15.46667,108.7
VMW00041014,CHU LAI,,,15.41667,108.7
VMW00041015,CAM RANH BAY,,,11.96667,109.23333
VMW00041016,BINH THUY,,,10.08333,105.73333
VMW00041021,AN KHE,,,13.96667,108.66667
VMW00041022,PHAN RANG,,,11.61667,108.95
VMW00041023,DONG HA,,,16.81667,107.08333
VMW00041024,MARBLE MOUNTAIN,,,16.03333,108.25
VMW00041025,BAN ME THUOT,,,12.66667,108.11667
VMW00041026,PHU LOI,,,11.0,106.7
VMW00041027,CU CHI,,,10.96667,106.48333
VMW00041029,PHUOC VINH,,,11.3,106.78333
VMW00041030,BEN CAT,,,11.2,106.61667
VMW00041031,LONG THANH,,,10.8,106.96667
VMW00041032,DI AN,,,10.9,106.73333
VMW00041033,DA LAT,,,11.95,108.41667
VMW00041034,TUY HOA,,,13.05,109.33333
VMW00041035,DRAGON MOUNTAIN,,,13.83333,108.05
VMW00041036,TAY NINH,,,11.33333,106.08333
VMW00041037,PHU CAT,,,13.95,109.05
VMW00041038,LONG GIAO,,,10.81667,107.21667
VMW00041040,HUE,,,16.4,107.7
VMW00041041,CAT LAI,,,10.75,106.8
VMW00041042,DONG TAM,,,10.33333,106.3
VMW00041043,OASIS,,,13.8,107.95
VMW00041044,JACKSON HOLE,,,13.83333,107.68333
VMW00041045,DAU TIENG,,,11.28333,106.41667
VMW00041046,TAN AN,,,10.55,106.4
VMW00041047,KHE SANH CWT 5,,,16.65,106.73333
VMW00041048,AN HOA,,,15.78333,108.05
VMW00041056,QUANG TRI,,,16.76667,107.16667
VMW00041068,VANDERGRIF,,,16.68333,106.83333
FMC00914325,KAPINGAMARANGI ATOLL,FM,POHNPEI,1.08333,154.8
FMC00914395,KOSRAE,FM,KOSRAE,5.35444,162.95333
FMW00040504,PONAPE WB,FM,POHNPEI,6.96667,158.21667
RMW00040710,MAJURO WB AP,MH,MAJURO,7.06497,171.27203
PSW00040309,KOROR ISLAND,PW,KOROR,7.33333,134.48333
FMW00040505,MOEN ISLAND WB,FM,CHUUK,7.46666,151.85
RMW00040604,KWAJALEIN ATOLL,MH,KWAJALEIN,8.73333,167.71667
FMW00040308,YAP WB AIRPORT,FM,YAP,9.51667,138.13333
GQW00041406,GUAM AGANA NAS,GU,GUAM,13.48333,144.8
GQW00041415,TAGUAC WB,GU,GUAM,13.55,144.83333
GQC00914025,ANDERSEN AFB GUAM,GU,GUAM,13.56667,144.93333
AQW00061705,PAGO PAGO WB AP,AS,WESTERN (DISTRICT),-14.33333,-170.71667
CQC00914855,SAIPAN INTL AP,MP,SAIPAN,15.11667,145.73333
JQW00021603,JOHNSTON ISLAND,UM,JOHNSTON ISLAND,16.73333,-169.53333
LQW00020603,PALMYRA ISLAND LINE ISLANDS,UM,PALMYRA ATOLL,5.86667,-162.1
LQW00020604,PALMYRA ISLAND LINE ISLANDS,UM,PALMYRA ATOLL,5.88333,-162.08333
JQW00021601,JOHNSTON ISLAND,UM,JOHNSTON ISLAND,16.73333,-169.53333
JQW00021602,JOHNSTON ISLAND NAS,UM,JOHNSTON ISLAND,16.73333,-169.53333
JQW00021604,JOHNSTON ISLAND AF FLT C,UM,JOHNSTON ISLAND,16.73333,-169.53333
MQW00022701,MIDWAY ISLAND NAS,UM,MIDWAY ISLANDS,28.2,-177.38333
USW00022703,MIDWAY ISLAND,UM,MIDWAY ISLANDS,28.21667,-177.38333
PSW00040305,PELELIU ISLAND PALAU ISLANDS,PW,PELELIU,7.0,134.25
FMW00040306,YAP ISLAND CAROLINE ISLANDS,FM,YAP,9.512778,138.133333
PSW00040307,KOROR ISLAND NF,PW,KOROR,7.33333,134.48333
FMW00040502,TRUK ISLAND CAROLINE ISLANDS,FM,CHUUK,7.46667,151.85
FMW00040503,PONAPE CAROLINE ISLA,FM,POHNPEI,6.96667,158.21667
RMW00040601,KWAJALEIN AAF,MH,KWAJALEIN,8.71777,167.72833
RMW00040603,KWAJALEIN MARSHALL I,MH,KWAJALEIN,9.4,167.46667
FMW00040605,KUSAIE AF,FM,KOSRAE,5.31666,163.03333
RMW00040607,UJELANG MARSHALL ISL,MH,UJELANG,9.76667,160.96667
RMW00040704,MAJURO MARSHALL ISLA,MH,MAJURO,7.09222,171.3825
RMW00040706,MAJURO NF,MH,MAJURO,7.09222,171.3825
FMW00041303,POTANGERAS CAROLINE ISLANDS,FM,YAP,10.06667,139.66667
GQW00041405,GUAM HARMON AFB,GU,GUAM,13.51667,144.81667
GQW00041407,GUAM MARSHALL ISLAND,GU,GUAM,13.435,144.639444
CQW00041408,SAIPAN MARSHALL ISLANDS,MP,SAIPAN,15.11667,145.7
GQW00041411,GUAM OROTE,GU,GUAM,13.43388,144.65111
CQW00041412,SAIPAN MARSHALL ISLANDS,MP,SAIPAN,15.21667,145.75
CQW00041413,TINIAN MARSHALL ISLA,MP,TINIAN,15.0,145.63333
GQW00041414,GUAM MARSHALL ISLAND,GU,GUAM,13.58333,144.91667
RMW00041601,ENIWETOK MARSHALL ISLANDS,MH,ENEWETAK,11.35864,162.347
WQW00041606,WAKE ISLAND,UM,WAKE ISLAND,19.28333,166.65
RMW00041610,RONGELAP MARSHALL ISLANDS,MH,RONGELAP,11.151111,166.849167
RMW00041611,WOTHO MARSHALL ISLAN,MH,WOTHO,10.171111,165.999444
RMW00041612,UTIRIK MARSHALL ISLA,MH,UTRIK,11.224444,169.847778
JAW00042401,IWO JIMA AB,,,24.78333,141.31667
CQC00914801,ROTA AIRPORT,MP,ROTA,14.16667,145.25
USW00012971,NEW BRAUNFELS MUNICIPAL AP,TX,GUADALUPE,29.70861,-98.04528
USW00012972,ROCKPORT ARANSAS COUNTY AP,TX,ARANSAS,28.08333,-97.05
USW00003999,BURNET MUNICIPAL AP,TX,BURNET,30.74056,-98.23528
USW00004845,KENOSHA AIRPORT,WI,KENOSHA,42.6,-87.91667
USW00094991,LAMONI MUNICIPAL AP,IA,DECATUR,40.63306,-93.90194
USW00053865,SLIDELL AP,LA,ST. TAMMANY,30.3433,-89.8222
USC00203099,GAYLORD 9 SSW,MI,OTSEGO,44.9075,-84.71944
USW00004114,CHALLIS AIRPORT,ID,CUSTER,44.52278,-114.215
USW00094982,DAVENPORT MUNICIPAL AP,IA,SCOTT,41.61667,-90.6
USW00003029,WINDOW ROCK AIRPORT,AZ,APACHE,35.6575,-109.06139
USW00053119,HANFORD MUNICIPAL AP,CA,KINGS,36.31889,-119.62889
USW00053120,RAMONA AIRPORT,CA,SAN DIEGO,33.0375,-116.91583
USW00093241,VACAVILLE NUT TREE AP,CA,SOLANO,38.37694,-121.96139
USW00094299,ALTURAS MUNICIPAL AP,CA,MODOC,41.49139,-120.56444
USW00093242,MADERA MUNICIPAL AP,CA,MADERA,36.98778,-120.11056
USW00003030,GUYMON MUNICIPAL AP,OK,TEXAS,36.68167,-101.50528
USW00003031,ODESSA SCHLEMEYER FIELD,TX,ECTOR,31.92056,-102.38667
USW00094050,MEEKER AIRPORT,CO,RIO BLANCO,40.04889,-107.88528
USW00053918,MOUNTAIN HOME BAXTER COUNTY REGIONAL AP,AR,BAXTER,36.36889,-92.47028
USW00053919,MONTICELLO MUNICIPAL AP,AR,DREW,33.63611,-91.75556
USW00003026,BURLINGTON CARSON AP,CO,KIT CARSON,39.24472,-102.28417
USW00003028,SPRINGFIELD COMANCHE NATIONAL GRASSLAND,CO,BACA,37.28346,-102.61378
USW00053853,DESTIN FORT WALTON BEACH AP,FL,OKALOOSA,30.4,-86.47167
USW00053838,GAINESVILLE LEE GILMER MEMORIAL AP,GA,HALL,34.27194,-83.83028
USW00053920,RUSSELLVILLE MUNICIPAL AP,AR,POPE,35.25778,-93.09472
JAW00043285,SASEBO USN BASE,,,33.16667,129.71667
USW00004110,JEROME COUNTY AP,ID,JEROME,42.72667,-114.45639
USW00004112,STANLEY RANGER STATION,ID,CUSTER,44.17083,-114.92722
USW00004109,LOWELL THREE RIVERS RESORT,ID,IDAHO,46.13333,-115.58333
USW00053866,SHELBYVILLE MUNICIPAL AP,IN,SHELBY,39.57806,-85.80333
USW00053870,GASTONIA MUNICIPAL AP,NC,GASTON,35.19667,-81.15583
USW00053871,ROCK HILL YORK COUNTY AP,SC,YORK,34.98694,-81.0575
USW00094994,BOSCOBEL AIRPORT,WI,GRANT,43.15611,-90.6775
USW00053872,MONROE AIRPORT,NC,UNION,35.01694,-80.62056
USW00004858,NEWARK HEATH AIRPORT,OH,LICKING,40.02278,-82.4625
USW00054777,TAUNTON MUNICIPAL AP,MA,BRISTOL,41.87556,-71.02111
USW00054772,FRYEBURG EASTERN SLOPES REGL AP,ME,OXFORD,43.99056,-70.9475
USW00004847,ADRIAN LENAWEE COUNTY AP,MI,LENAWEE,41.86778,-84.07944
USW00054782,POTTSTOWN LIMERICK AP,PA,MONTGOMERY,40.23803,-75.55485
USW00004856,MANISTIQUE,MI,SCHOOLCRAFT,45.95,-86.22972
USW00094992,GRAND MARAIS,MN,COOK,47.745404,-90.345639
USW00053904,ST CHARLES COUNTY AP,MO,ST. CHARLES,38.92861,-90.42806
USW00053916,CHILLICOTHE AGRI-SCIENCE CENTER,MO,LIVINGSTON,39.819848,-93.576951
USW00003996,TALLULAH VICKSBURG REGIONAL AP,LA,MADISON,32.34806,-91.03
USW00053869,BLYTHEVILLE MUNICIPAL AP,AR,MISSISSIPPI,35.94028,-89.83083
USW00093783,BURLINGTON ALAMANCE REGIONAL AP,NC,ALAMANCE,36.04667,-79.47694
USW00093782,LAURINBURG MAXTON AP,NC,SCOTLAND,34.79167,-79.36611
USW00093781,ROANOKE RAPIDS HALIFAX COUNTY AP,NC,HALIFAX,36.43944,-77.70972
USW00054779,AEROFLEX ANDOVER AIRPORT,NJ,SUSSEX,41.00928,-74.73633
USW00093784,MARYLAND SCIENCE CENTER BALTIMORE,MD,BALTIMORE (CITY),39.2814,-76.6111
USW00093780,MOUNT HOLLY SOUTH JERSEY REGIONAL AP,NJ,BURLINGTON,39.94076,-74.84075
USW00003027,CLINES CORNERS,NM,TORRANCE,35.003027,-105.66278
USW00054773,FULTON OSWEGO COUNTY AP,NY,OSWEGO,43.34972,-76.38472
USW00054778,PENN YAN AIRPORT,NY,YATES,42.6425,-77.05639
USW00054780,MONTAUK AIRPORT,NY,SUFFOLK,41.073056,-71.923505
USW00004849,ELYRIA LORAIN COUNTY AP,OH,LORAIN,41.34611,-82.17944
USW00004842,WOOSTER WAYNE COUNTY AP,OH,WAYNE,40.87306,-81.88667
USW00053844,LANCASTER FAIRFIELD COUNTY AP,OH,FAIRFIELD,39.75556,-82.65722
USW00053913,GUTHRIE MUNICIPAL AP,OK,LOGAN,35.85028,-97.41556
USW00004201,SCAPPOOSE INDUSTRIAL AP,OR,COLUMBIA,45.77278,-122.86111
USW00004113,HERMISTON MUNICIPAL AP,OR,UMATILLA,45.82583,-119.26111
USW00026413,FORT YUKON,AK,YUKON-KOYUKUK,66.58333,-145.3
USW00053922,FAYETTEVILLE SPRINGDALE NW AR REGL AP,AR,BENTON,36.28333,-94.3
USW00004843,MEADVILLE PORT MEADVILLE AP,PA,CRAWFORD,41.62639,-80.215
USW00053868,OAK RIDGE ASOS,TN,ANDERSON,36.023,-84.2337
USW00053121,OCEANSIDE MUNICIPAL AP,CA,SAN DIEGO,33.21944,-117.34944
USC00367931,SELINSGROVE CAA AIRPORT,PA,SNYDER,40.81528,-76.85556
USW00014770,SELINSGROVE PENN VALLEY AP,PA,SNYDER,40.82056,-76.86417
USW00053850,CLEMSON OCONEE COUNTY AP,SC,OCONEE,34.67222,-82.88139
USW00053867,COLUMBIA OWENS DOWNTOWN AP,SC,RICHLAND,33.97056,-80.99583
USW00053854,ORANGEBURG MUNICIPAL AP,SC,ORANGEBURG,33.46167,-80.85806
USW00094993,SISSETON MUNICIPAL AP,SD,ROBERTS,45.669018,-96.99183
USW00094056,FAITH MUNICIPAL AP,SD,MEADE,45.03194,-102.01917
USW00094052,MOBRIDGE MUNICIPAL AP,SD,WALWORTH,45.54639,-100.40778
USW00094990,WINNER WILEY FIELD,SD,TRIPP,43.39056,-99.84222
USW00054785,SOMERVILLE SOMERSET AP,NJ,SOMERSET,40.62406,-74.66898
USW00053912,CORSICANA CAMPBELL FIELD,TX,NAVARRO,32.03111,-96.39889
USW00053902,CONROE MONTGOMERY COUNTY AP,TX,MONTGOMERY,30.35667,-95.41389
USW00053907,ARLINGTON MUNICIPAL AP,TX,TARRANT,32.66361,-97.09389
USW00012975,HOUSTON CLOVER FIELD,TX,BRAZORIA,29.51889,-95.24167
USW00053914,MCKINNEY MUNICIPAL AP,TX,COLLIN,33.18028,-96.59028
USW00053911,TERRELL MUNICIPAL AP,TX,KAUFMAN,32.71,-96.26722
USW00003032,DRYDEN TERRELL COUNTY AP,TX,TERRELL,30.048172,-102.21266
USW00093785,CHAPEL HILL WILLIAMS AP,NC,ORANGE,35.93333,-79.06417
USW00093773,WAKEFIELD MUNICIPAL AP,VA,SUSSEX,36.98269,-77.00137
USW00054786,DOYLESTOWN AIRPORT,PA,BUCKS,40.33015,-75.12284
USW00004111,EVANSTON UINTA CO BURNS FIELD,WY,UINTA,41.27306,-111.03056
USW00094054,BUFFALO JOHNSON COUNTY AP,WY,JOHNSON,44.38139,-106.72111
USW00094057,DOUGLAS CONVERSE COUNTY AP,WY,CONVERSE,42.79722,-105.38556
USW00094053,TORRINGTON MUNICIPAL AP,WY,GOSHEN,42.06472,-104.15278
USW00093786,OCEAN CITY MUNICIPAL AP,MD,WORCESTER,38.30833,-75.12389
USW00026643,DEERING AIRPORT,AK,NORTHWEST ARCTIC BOROUGH,66.06889,-162.76389
USW00025367,KLAWOCK AP,AK,PRINCE OF WALES-OUTER KETCHIKAN,55.58,-133.075
USW00025628,ST GEORGE ISLAND AIRPORT,AK,BETHEL,56.6,-169.565
USW00027515,NUIQSUT AIRPORT,AK,NORTH SLOPE BOROUGH,70.21167,-151.00167
USW00026422,EAGLE AIRPORT,AK,SOUTHEAST FAIRBANKS,64.77667,-141.14833
USW00054790,SHIRLEY BROOKHAVEN AIRPORT,NY,SUFFOLK,40.82167,-72.86889
USW00026642,KIVALINA AIRPORT,AK,NORTHWEST ARCTIC BOROUGH,67.73167,-164.54833
USW00026491,ANCHORAGE LAKE HOOD SEA PLANE BASE,AK,ANCHORAGE BOROUGH,61.17861,-149.96139
USW00025516,SELDOVIA AIRPORT,AK,KENAI PENINSULA BOROUGH,59.44333,-151.70167
USW00054792,CLEARFIELD LAWRENCE AP,PA,CLEARFIELD,41.04667,-78.41167
USW00053873,CARTERSVILLE AIRPORT,GA,BARTOW,34.11587,-84.850713
USW00053123,LAS VEGAS AIR TERMINAL,NV,CLARK,36.21167,-115.19583
USW00054793,SUSSEX AIRPORT,NJ,SUSSEX,41.19925,-74.62592
USW00012977,HOUSTON SUGARLAND MEM,TX,FORT BEND,29.62222,-95.65639
USW00053925,DE QUEEN SEVIER COUNTY AP,AR,SEVIER,34.04694,-94.39944
USW00053879,LEES SUMMIT MUNICIPAL AP,MO,JACKSON,38.95972,-94.37139
USW00093874,GULFPORT - BILOXI AIRPORT,MS,HARRISON,30.40722,-89.07
USW00026644,ANVIK AIRPORT,AK,YUKON-KOYUKUK,62.65,-160.18333
USW00053934,BATESVILLE REGIONAL AIRPORT,AR,INDEPENDENCE,35.72611,-91.64722
USW00053955,SILOAM SPRINGS SMITH FIELD AIRPORT,AR,BENTON,36.19056,-94.49083
USW00003038,RED CLIFF PASS,CO,EAGLE,39.46667,-106.15
USW00003040,MONUMENT PASS,CO,ELBERT,39.21667,-104.63333
USW00094076,KREMMLING MCELROY AIRFIELD,CO,GRAND,40.05361,-106.36889
USW00092814,ST AUGUSTINE AIRPORT,FL,ST. JOHNS,29.95917,-81.33972
USW00063803,LAWRENCEVILLE GWINNET COUNTY BRISCOE FIELD AIRPORT,GA,GWINNETT,33.97972,-83.96333
USW00063813,MARIETTA COBB COUNTY MCCOLLUM FIELD AP,GA,COBB,34.01306,-84.59861
USW00004916,DECORAH MUNICIPAL AP,IA,WINNESHIEK,43.27528,-91.73917
USW00004955,OELWEIN MUNICIPAL AIRPORT,IA,FAYETTE,42.68083,-91.97444
USW00064709,SANFORD REGIONAL AIRPORT,ME,YORK,43.39361,-70.70778
USW00054813,MUNSING LAKESHORE,MI,ALGER,46.412036,-86.650452
USW00004902,AUSTIN MUNICIPAL AIRPORT,MN,MOWER,43.66472,-92.93333
USW00004927,PRESTONE FILLMORE COUNTY AIRPORT,MN,FILLMORE,43.67667,-92.17972
USW00004956,WINONA MUNICIPAL MAX CONRAD FIELD AIRPORT,MN,WINONA,44.07694,-91.70806
USW00004967,RED WING REGIONAL AIRPORT,MN,GOODHUE,44.58917,-92.48472
USW00004978,DODGE CENTER AIRPORT,MN,DODGE,44.01778,-92.83139
USW00053931,KAISER LAKE OZARKS LEE C FINE MEMORIAL AIRPORT,MO,MILLER,38.09639,-92.55306
USW00004901,AURORA MUNICIPAL AP,NE,HAMILTON,40.89306,-97.99722
USW00004935,HOLDREGE BREWSTER FIELD AP,NE,PHELPS,40.45,-99.33917
USW00003035,ARTESIA MUNICIPAL AIRPORT,NM,EDDY,32.8525,-104.4675
USW00053127,LAS VEGAS HENDERSON AIRPORT,NV,CLARK,35.97611,-115.1325
USW00064705,BUTLER COUNTY AIRPORT,PA,BUTLER,40.77694,-79.94972
USW00064710,NORTH CENTRAL STATE AIRPORT,RI,PROVIDENCE,41.92056,-71.49111
USW00053928,BRENHAM MUNICIPAL AP,TX,WASHINGTON,30.21889,-96.37417
USW00012978,FAYETTE REGIONAL AIR CENTER AIRPORT,TX,FAYETTE,29.90778,-96.95
