DATE,LATITUDE,LONGITUDE,NAME,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HTDD,PRCP,TAVG,TMAX,TMIN,TSUN,msa,msa_code
2023,37.23983,-93.38995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",893.7,0.0,74.0,5.0,194.0,39.0,-11.0,37.8,2267.9,1094.3,15.03,21.0,9.05,,"Springfield, MO Metro Area",435
2012,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",621.5,0.0,95.0,4.0,162.0,25.0,-12.2,38.3,2389.6,1192.3,13.12,18.44,7.8,,"Chambersburg, PA Metro Area",159
2013,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",546.6,0.0,119.0,19.0,149.0,16.0,-13.3,35.6,2924.6,948.3,11.61,16.57,6.64,,"Chambersburg, PA Metro Area",159
2014,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",436.4,1.0,119.0,33.0,154.0,7.0,-19.4,33.3,3199.9,1049.6,10.79,15.84,5.75,,"Chambersburg, PA Metro Area",159
2015,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",,,,,,,,,,917.8,,,,,"Chambersburg, PA Metro Area",159
2016,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",633.7,0.0,102.0,23.0,160.0,26.0,-15.0,36.1,2663.8,887.9,12.32,17.7,6.95,,"Chambersburg, PA Metro Area",159
2017,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",502.7,0.0,91.0,18.0,160.0,11.0,-13.9,33.3,2576.0,1176.2,12.36,17.57,7.16,,"Chambersburg, PA Metro Area",159
2018,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",,,,,,,,,2971.1,,,,,,"Chambersburg, PA Metro Area",159
2019,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",,,,,,,,,,,,,,,"Chambersburg, PA Metro Area",159
2020,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",600.4,0.0,85.0,7.0,149.0,21.0,-11.1,35.0,2732.3,941.2,12.75,18.03,7.46,,"Chambersburg, PA Metro Area",159
2021,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",,,,,,,,,,,,,,,"Chambersburg, PA Metro Area",159
2022,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",,,,,,,,,,,,,,,"Chambersburg, PA Metro Area",159
2023,39.92846,-77.63722,"CHAMBERSBURG 1 ESE, PA US",559.3,0.0,80.0,1.0,168.0,26.0,-12.8,35.6,2470.0,814.6,13.3,19.12,7.48,,"Chambersburg, PA Metro Area",159
2012,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1277.9,0.0,47.0,0.0,223.0,90.0,-7.7,40.6,1512.4,853.2,17.59,23.59,11.58,,"Jonesboro, AR Metro Area",273
2013,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1107.2,0.0,73.0,10.0,191.0,64.0,-8.8,38.3,1993.4,1332.0,15.4,20.89,9.91,,"Jonesboro, AR Metro Area",273
2014,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",,,,,,,,,,1122.3,,,,,"Jonesboro, AR Metro Area",273
2015,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",951.9,0.0,71.0,15.0,199.0,54.0,-14.9,36.1,2255.4,1639.3,15.33,20.61,10.04,,"Jonesboro, AR Metro Area",273
2016,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1243.7,0.0,57.0,8.0,218.0,78.0,-10.5,37.2,1681.3,1335.5,17.01,22.42,11.61,,"Jonesboro, AR Metro Area",273
2017,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1064.0,0.0,46.0,7.0,220.0,57.0,-12.1,36.7,1484.9,1151.7,16.82,22.42,11.22,,"Jonesboro, AR Metro Area",273
2018,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1259.0,0.0,63.0,8.0,192.0,88.0,-13.8,36.7,1980.5,1722.8,16.06,21.37,10.76,,"Jonesboro, AR Metro Area",273
2019,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1197.1,0.0,48.0,5.0,197.0,81.0,-8.2,37.2,1980.7,1673.4,16.31,21.52,11.1,,"Jonesboro, AR Metro Area",273
2020,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",,,,,,,,,,,,,,,"Jonesboro, AR Metro Area",273
2021,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",1108.0,1.0,51.0,10.0,211.0,59.0,-18.8,37.8,1981.6,,16.26,21.76,10.76,,"Jonesboro, AR Metro Area",273
2022,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",,,,,,,,,1809.2,,,,,,"Jonesboro, AR Metro Area",273
2023,35.83567,-90.64424,"JONESBORO MUNICIPAL AIRPORT, AR US",,,,,,,,,,1212.7,,,,,"Jonesboro, AR Metro Area",273
2012,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",1000.2,0.0,86.0,12.0,192.0,69.0,-15.0,41.1,2256.9,566.7,14.84,21.12,8.56,,"Kansas City, MO-KS Metro Area",278
2013,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",731.2,1.0,122.0,31.0,164.0,33.0,-18.8,37.8,2922.9,876.3,11.73,17.31,6.16,,"Kansas City, MO-KS Metro Area",278
2014,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",683.3,8.0,123.0,42.0,171.0,21.0,-23.8,36.1,3237.3,1018.5,11.44,17.08,5.8,,"Kansas City, MO-KS Metro Area",278
2015,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",740.9,2.0,94.0,26.0,185.0,29.0,-19.3,35.6,2871.0,1183.9,13.23,18.85,7.61,,"Kansas City, MO-KS Metro Area",278
2016,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",858.8,4.0,105.0,23.0,193.0,44.0,-22.7,37.2,2340.8,1236.2,14.08,19.77,8.39,,"Kansas City, MO-KS Metro Area",278
2017,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",715.5,3.0,88.0,18.0,186.0,24.0,-21.0,36.7,2328.7,1169.5,13.53,19.16,7.91,,"Kansas City, MO-KS Metro Area",278
2018,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",955.8,6.0,127.0,26.0,169.0,59.0,-23.8,37.8,2864.1,1035.8,12.59,18.32,6.86,,"Kansas City, MO-KS Metro Area",278
2019,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",782.8,3.0,121.0,32.0,165.0,25.0,-21.0,36.1,3088.8,1351.9,12.23,17.52,6.94,,"Kansas City, MO-KS Metro Area",278
2020,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",747.4,0.0,106.0,12.0,173.0,40.0,-17.7,34.4,2724.1,866.1,13.19,18.79,7.58,,"Kansas City, MO-KS Metro Area",278
2021,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",904.0,4.0,92.0,15.0,185.0,41.0,-24.9,36.7,2688.2,1048.1,13.89,19.47,8.3,,"Kansas City, MO-KS Metro Area",278
2022,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",912.9,2.0,106.0,23.0,182.0,52.0,-19.9,38.3,2538.7,878.2,13.15,19.32,6.98,,"Kansas City, MO-KS Metro Area",278
2023,39.29747,-94.73087,"KANSAS CITY INTERNATIONAL AIRPORT, MO US",818.5,0.0,98.0,8.0,184.0,37.0,-13.2,39.4,2561.3,949.9,13.89,19.76,8.01,,"Kansas City, MO-KS Metro Area",278
2012,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",666.4,1.0,120.0,14.0,179.0,52.0,-20.0,38.3,2673.5,822.9,12.43,18.86,6.0,,"Lafayette-West Lafayette, IN Metro Area",289
2013,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",477.9,1.0,140.0,41.0,160.0,14.0,-18.9,36.7,3260.1,972.2,10.14,15.89,4.39,,"Lafayette-West Lafayette, IN Metro Area",289
2014,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",418.1,23.0,144.0,58.0,152.0,8.0,-29.4,33.3,3869.1,1219.0,8.61,14.87,2.34,,"Lafayette-West Lafayette, IN Metro Area",289
2015,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",467.7,21.0,118.0,43.0,166.0,11.0,-23.3,34.4,3728.0,1155.3,10.5,16.58,4.42,,"Lafayette-West Lafayette, IN Metro Area",289
2016,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",569.6,6.0,108.0,37.0,164.0,9.0,-26.7,33.9,2863.6,926.9,11.47,16.84,6.1,,"Lafayette-West Lafayette, IN Metro Area",289
2017,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",436.2,7.0,109.0,30.0,164.0,6.0,-26.1,33.9,2852.5,1209.0,11.26,16.86,5.65,,"Lafayette-West Lafayette, IN Metro Area",289
2018,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",605.5,15.0,150.0,35.0,159.0,19.0,-28.9,36.1,3455.5,1057.7,10.33,15.73,4.94,,"Lafayette-West Lafayette, IN Metro Area",289
2019,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",501.3,11.0,134.0,40.0,158.0,12.0,-28.3,33.3,3505.6,924.3,10.16,15.59,4.74,,"Lafayette-West Lafayette, IN Metro Area",289
2020,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",459.7,2.0,131.0,25.0,151.0,9.0,-22.2,33.3,3267.3,835.2,10.79,16.25,5.34,,"Lafayette-West Lafayette, IN Metro Area",289
2021,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",617.0,9.0,127.0,33.0,166.0,22.0,-24.4,37.8,3272.8,,11.37,16.91,5.84,,"Lafayette-West Lafayette, IN Metro Area",289
2022,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",534.2,5.0,131.0,43.0,153.0,14.0,-23.3,36.7,3089.0,,10.55,16.29,4.82,,"Lafayette-West Lafayette, IN Metro Area",289
2023,40.475,-86.9919,"WEST LAFAYETTE 6 NW, IN US",,0.0,100.0,14.0,172.0,33.0,-15.0,37.8,2978.8,,12.53,18.48,6.58,,"Lafayette-West Lafayette, IN Metro Area",289
2012,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",1065.5,0.0,68.0,3.0,200.0,70.0,-10.5,41.7,,613.1,16.05,22.08,10.02,,"Owensboro, KY Metro Area",361
2013,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",821.5,0.0,99.0,17.0,175.0,32.0,-13.8,36.1,2289.9,1000.8,13.67,18.94,8.39,,"Owensboro, KY Metro Area",361
2014,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",793.0,2.0,97.0,27.0,178.0,29.0,-19.9,35.6,2819.8,937.3,12.86,18.26,7.45,,"Owensboro, KY Metro Area",361
2015,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",904.8,5.0,76.0,20.0,191.0,38.0,-22.1,35.6,2579.9,1296.8,14.64,20.02,9.26,,"Owensboro, KY Metro Area",361
2016,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",,,,,,,,,1951.0,,,,,,"Owensboro, KY Metro Area",361
2017,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",875.3,0.0,66.0,8.0,201.0,30.0,-15.5,35.6,,939.7,15.25,20.71,9.78,,"Owensboro, KY Metro Area",361
2018,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",1094.7,0.0,83.0,16.0,174.0,53.0,-17.7,35.6,2414.3,1258.9,14.56,19.65,9.47,,"Owensboro, KY Metro Area",361
2019,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",976.2,0.0,78.0,12.0,189.0,56.0,-15.5,36.1,2341.5,1198.8,14.69,20.2,9.18,,"Owensboro, KY Metro Area",361
2020,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",854.5,0.0,63.0,4.0,176.0,31.0,-11.0,34.4,2224.3,1322.3,14.69,19.96,9.41,,"Owensboro, KY Metro Area",361
2021,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",899.7,0.0,79.0,12.0,190.0,28.0,-17.1,35.6,2252.9,921.2,14.73,20.18,9.28,,"Owensboro, KY Metro Area",361
2022,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",895.5,1.0,89.0,16.0,187.0,39.0,-20.5,37.2,2220.9,,14.07,19.78,8.37,,"Owensboro, KY Metro Area",361
2023,37.75,-87.16667,"OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US",792.4,0.0,58.0,2.0,198.0,22.0,-8.2,36.1,2093.4,935.8,15.23,20.85,9.61,,"Owensboro, KY Metro Area",361
2012,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",676.8,0.0,89.0,6.0,162.0,32.0,-11.0,39.4,2304.5,1105.7,13.48,18.72,8.23,,"Harrisburg-Carlisle, PA Metro Area",246
2013,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",594.7,0.0,114.0,15.0,154.0,17.0,-12.7,36.1,2823.7,1039.3,11.93,16.95,6.91,,"Harrisburg-Carlisle, PA Metro Area",246
2014,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",,,,,,,,,,1084.0,,,,,"Harrisburg-Carlisle, PA Metro Area",246
2015,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",649.8,3.0,102.0,25.0,170.0,18.0,-18.2,33.9,3107.8,990.4,12.27,17.67,6.88,,"Harrisburg-Carlisle, PA Metro Area",246
2016,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",830.8,0.0,93.0,16.0,170.0,51.0,-14.9,37.2,2457.5,803.0,13.5,18.98,8.01,,"Harrisburg-Carlisle, PA Metro Area",246
2017,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",665.9,0.0,88.0,17.0,173.0,24.0,-13.8,35.6,2336.8,899.3,13.38,18.58,8.18,,"Harrisburg-Carlisle, PA Metro Area",246
2018,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",876.6,0.0,94.0,13.0,167.0,35.0,-16.6,36.7,2733.6,1576.6,13.21,17.95,8.46,,"Harrisburg-Carlisle, PA Metro Area",246
2019,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",803.8,1.0,101.0,11.0,173.0,43.0,-19.9,37.2,2695.1,1085.1,13.3,18.52,8.08,,"Harrisburg-Carlisle, PA Metro Area",246
2020,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",803.3,0.0,71.0,5.0,169.0,46.0,-9.9,37.8,2396.1,842.0,14.08,19.45,8.71,,"Harrisburg-Carlisle, PA Metro Area",246
2021,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",785.4,0.0,90.0,8.0,178.0,41.0,-7.7,36.7,2438.1,1014.7,13.87,19.09,8.65,,"Harrisburg-Carlisle, PA Metro Area",246
2022,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",800.9,0.0,98.0,14.0,178.0,42.0,-14.9,36.1,2422.7,963.2,13.4,18.94,7.86,,"Harrisburg-Carlisle, PA Metro Area",246
2023,40.21843,-76.85521,"HARRISBURG CAPITAL CITY AIRPORT, PA US",772.5,0.0,62.0,1.0,174.0,38.0,-11.0,37.2,2279.2,862.2,14.47,20.0,8.95,,"Harrisburg-Carlisle, PA Metro Area",246
2012,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",596.4,0.0,115.0,21.0,157.0,35.0,-16.7,37.8,2854.8,686.4,11.88,17.42,6.34,,"Ann Arbor, MI Metro Area",113
2013,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",420.9,1.0,143.0,50.0,146.0,9.0,-19.4,34.4,3428.9,1002.0,9.58,14.48,4.69,,"Ann Arbor, MI Metro Area",113
2014,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",333.3,14.0,137.0,66.0,141.0,1.0,-25.6,33.9,3939.4,994.2,8.53,13.62,3.44,,"Ann Arbor, MI Metro Area",113
2015,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",415.3,16.0,113.0,53.0,153.0,7.0,-26.1,32.8,3745.3,888.6,10.07,15.34,4.79,,"Ann Arbor, MI Metro Area",113
2016,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",582.8,1.0,121.0,38.0,155.0,22.0,-18.3,35.0,2995.9,928.7,11.31,16.63,5.99,,"Ann Arbor, MI Metro Area",113
2017,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",396.7,4.0,114.0,38.0,155.0,11.0,-27.2,33.3,2967.8,1037.0,10.57,16.15,5.0,,"Ann Arbor, MI Metro Area",113
2018,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",471.9,9.0,158.0,38.0,149.0,19.0,-25.0,35.0,3650.8,1072.2,9.53,14.98,4.07,,"Ann Arbor, MI Metro Area",113
2019,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",350.3,11.0,145.0,44.0,142.0,11.0,-27.8,34.4,3705.7,1155.2,9.23,14.9,3.57,,"Ann Arbor, MI Metro Area",113
2020,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",394.0,1.0,139.0,25.0,141.0,16.0,-20.0,34.4,3447.0,974.0,10.12,15.91,4.33,,"Ann Arbor, MI Metro Area",113
2021,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",456.0,4.0,146.0,37.0,163.0,7.0,-26.7,32.8,3417.1,1223.5,10.48,16.38,4.57,,"Ann Arbor, MI Metro Area",113
2022,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",369.7,9.0,148.0,50.0,153.0,8.0,-23.9,34.4,3442.6,836.3,9.49,15.62,3.35,,"Ann Arbor, MI Metro Area",113
2023,42.29806,-83.66388,"ANN ARBOR U OF MICH, MI US",259.7,3.0,123.0,13.0,157.0,3.0,-20.0,32.8,3271.4,1020.3,10.33,16.26,4.41,,"Ann Arbor, MI Metro Area",113
2012,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1608.1,0.0,21.0,0.0,282.0,107.0,-5.0,39.4,871.6,1313.0,20.41,26.5,14.31,,"Shreveport-Bossier City, LA Metro Area",425
2013,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1481.5,0.0,37.0,0.0,245.0,103.0,-3.8,40.0,1180.8,1357.8,18.79,24.85,12.74,,"Shreveport-Bossier City, LA Metro Area",425
2014,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1361.9,0.0,43.0,0.0,242.0,87.0,-9.3,37.2,1445.9,1047.9,18.24,24.12,12.37,,"Shreveport-Bossier City, LA Metro Area",425
2015,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1655.4,0.0,31.0,0.0,260.0,112.0,-7.7,41.7,1293.8,1658.0,19.81,25.52,14.11,,"Shreveport-Bossier City, LA Metro Area",425
2016,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1656.8,0.0,27.0,0.0,282.0,105.0,-4.9,38.3,824.6,1499.5,20.48,26.3,14.66,,"Shreveport-Bossier City, LA Metro Area",425
2017,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1496.0,0.0,16.0,0.0,292.0,88.0,-7.7,37.8,683.1,935.2,20.2,26.1,14.31,,"Shreveport-Bossier City, LA Metro Area",425
2018,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1679.8,0.0,27.0,2.0,242.0,127.0,-11.0,42.2,1150.3,1680.7,19.5,25.23,13.76,,"Shreveport-Bossier City, LA Metro Area",425
2019,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1555.9,0.0,26.0,0.0,254.0,115.0,-6.0,38.9,1228.4,1088.6,19.31,25.3,13.31,,"Shreveport-Bossier City, LA Metro Area",425
2020,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1436.6,0.0,18.0,0.0,269.0,92.0,-4.3,37.8,1062.8,1563.5,19.59,25.24,13.94,,"Shreveport-Bossier City, LA Metro Area",425
2021,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1595.1,0.0,18.0,3.0,275.0,107.0,-17.1,37.2,1132.7,1171.8,19.86,25.8,13.93,,"Shreveport-Bossier City, LA Metro Area",425
2022,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1747.6,0.0,37.0,1.0,272.0,117.0,-12.1,40.6,958.9,1293.9,19.97,26.41,13.53,,"Shreveport-Bossier City, LA Metro Area",425
2023,32.4473,-93.8244,"SHREVEPORT AIRPORT, LA US",1813.6,0.0,12.0,0.0,279.0,130.0,-2.1,43.3,896.2,1331.2,21.0,27.22,14.78,,"Shreveport-Bossier City, LA Metro Area",425
2012,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",664.4,0.0,74.0,3.0,168.0,29.0,-10.5,37.8,2076.5,951.9,13.91,18.99,8.83,,"Trenton-Princeton, NJ Metro Area",449
2013,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",581.1,0.0,109.0,19.0,152.0,16.0,-12.7,35.6,2780.3,1107.8,12.05,16.97,7.12,,"Trenton-Princeton, NJ Metro Area",449
2014,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",498.3,1.0,110.0,31.0,158.0,10.0,-18.2,33.9,3070.7,1167.7,11.39,16.51,6.27,,"Trenton-Princeton, NJ Metro Area",449
2015,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",693.3,0.0,95.0,27.0,169.0,27.0,-17.7,34.4,3027.3,1085.9,12.65,17.93,7.38,,"Trenton-Princeton, NJ Metro Area",449
2016,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",748.7,0.0,91.0,13.0,160.0,35.0,-15.5,36.1,2368.7,923.6,13.2,18.63,7.76,,"Trenton-Princeton, NJ Metro Area",449
2017,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",619.5,0.0,89.0,16.0,166.0,17.0,-14.3,35.0,2512.3,1079.9,13.01,18.01,8.01,,"Trenton-Princeton, NJ Metro Area",449
2018,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",770.4,1.0,103.0,15.0,162.0,29.0,-18.8,36.7,2709.1,1599.7,12.94,17.74,8.13,,"Trenton-Princeton, NJ Metro Area",449
2019,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",625.3,0.0,107.0,10.0,163.0,16.0,-16.6,36.1,2696.4,1327.3,12.49,17.55,7.42,,"Trenton-Princeton, NJ Metro Area",449
2020,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",644.6,0.0,82.0,6.0,155.0,27.0,-11.6,35.0,2671.8,1103.9,12.99,18.15,7.83,,"Trenton-Princeton, NJ Metro Area",449
2021,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",619.7,0.0,97.0,10.0,160.0,23.0,-9.9,35.6,2699.0,1093.0,12.82,17.82,7.83,,"Trenton-Princeton, NJ Metro Area",449
2022,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",652.5,0.0,103.0,20.0,162.0,31.0,-15.5,36.7,2629.6,1114.8,12.35,17.76,6.95,,"Trenton-Princeton, NJ Metro Area",449
2023,40.27681,-74.81587,"TRENTON MERCER AIRPORT, NJ US",522.3,0.0,86.0,1.0,156.0,14.0,-13.8,33.9,2548.3,1141.7,12.96,18.26,7.67,,"Trenton-Princeton, NJ Metro Area",449
2012,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",834.3,0.0,93.0,16.0,173.0,51.0,-11.7,40.6,2317.6,966.2,13.79,19.25,8.35,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2013,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",626.9,0.0,133.0,41.0,158.0,14.0,-16.6,35.6,3033.6,1166.6,11.32,16.27,6.36,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2014,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",482.7,12.0,124.0,51.0,154.0,3.0,-26.0,33.9,3472.6,1057.1,10.0,15.06,4.95,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2015,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",630.2,6.0,97.0,34.0,169.0,13.0,-21.6,34.4,3319.5,1223.8,12.06,17.21,6.91,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2016,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",780.8,1.0,98.0,29.0,172.0,28.0,-18.2,33.9,2494.4,1167.7,13.19,18.22,8.15,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2017,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",628.5,3.0,85.0,22.0,177.0,14.0,-19.3,33.9,2404.1,1205.3,13.12,18.29,7.96,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2018,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",880.4,7.0,122.0,26.0,165.0,38.0,-24.3,35.0,2969.7,1119.3,12.39,17.33,7.45,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2019,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",725.8,2.0,115.0,31.0,168.0,26.0,-23.8,34.4,3015.1,1198.9,12.18,17.18,7.17,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2020,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",660.3,0.0,103.0,12.0,158.0,18.0,-16.6,34.4,2806.4,1142.1,12.67,17.77,7.58,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2021,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",725.5,0.0,108.0,22.0,166.0,17.0,-17.7,34.4,2836.4,1264.5,12.71,17.73,7.68,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2022,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",719.0,2.0,106.0,32.0,165.0,23.0,-22.7,37.2,2742.5,887.0,12.21,17.57,6.85,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2023,39.72515,-86.2816,"INDIANAPOLIS INTERNATIONAL AIRPORT, IN US",632.3,0.0,78.0,7.0,176.0,15.0,-12.1,34.4,2617.4,874.3,13.41,18.72,8.1,,"Indianapolis-Carmel-Greenwood, IN Metro Area",261
2012,44.6341,-123.19,"CORVALLIS STATE UNIVERSITY, OR US",109.2,0.0,50.0,0.0,129.0,12.0,-4.4,37.8,,1493.4,11.54,17.45,5.62,,"Corvallis, OR Metro Area",182
2013,44.6341,-123.19,"CORVALLIS STATE UNIVERSITY, OR US",211.7,0.0,67.0,11.0,124.0,17.0,-16.7,34.4,2503.4,644.0,11.44,17.37,5.5,,"Corvallis, OR Metro Area",182
