DATE,LATITUDE,LONGITUDE,NAME,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HTDD,PRCP,TAVG,TMAX,TMIN,TSUN,msa,msa_code
2020,29.98438,-95.36072,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",1981.0,0.0,3.0,0.0,302.0,122.0,-1.0,38.9,591.7,1137.5,22.24,27.8,16.67,,"Houston-Pasadena-The Woodlands, TX Metro Area",257
2021,29.98438,-95.36072,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",1881.3,0.0,8.0,1.0,305.0,108.0,-10.5,37.2,719.9,1293.0,21.73,27.19,16.28,,"Houston-Pasadena-The Woodlands, TX Metro Area",257
2022,29.98438,-95.36072,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2006.4,0.0,18.0,1.0,282.0,134.0,-9.3,40.6,641.3,1049.6,21.5,27.4,15.6,,"Houston-Pasadena-The Woodlands, TX Metro Area",257
2023,29.98438,-95.36072,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2120.6,0.0,0.0,0.0,298.0,129.0,0.6,42.8,637.3,1060.7,22.52,28.08,16.96,,"Houston-Pasadena-The Woodlands, TX Metro Area",257
2012,40.2458,-111.6508,"PROVO BYU, UT US",742.7,0.0,104.0,8.0,193.0,83.0,-12.2,39.4,2603.1,330.1,13.57,21.0,6.14,,"Provo-Orem-Lehi, UT Metro Area",380
2013,40.2458,-111.6508,"PROVO BYU, UT US",722.8,3.0,123.0,36.0,165.0,77.0,-18.3,39.4,3002.8,330.8,11.3,18.23,4.37,,"Provo-Orem-Lehi, UT Metro Area",380
2014,40.2458,-111.6508,"PROVO BYU, UT US",686.0,0.0,102.0,8.0,186.0,74.0,-16.1,39.4,2846.8,429.5,13.19,20.47,5.91,,"Provo-Orem-Lehi, UT Metro Area",380
2015,40.2458,-111.6508,"PROVO BYU, UT US",734.4,0.0,94.0,12.0,196.0,78.0,-16.1,39.4,2306.0,399.5,13.75,20.93,6.57,,"Provo-Orem-Lehi, UT Metro Area",380
2016,40.2458,-111.6508,"PROVO BYU, UT US",751.6,0.0,95.0,13.0,185.0,88.0,-16.7,39.4,2646.8,364.7,13.28,20.45,6.11,,"Provo-Orem-Lehi, UT Metro Area",380
2017,40.2458,-111.6508,"PROVO BYU, UT US",784.4,1.0,88.0,9.0,169.0,86.0,-18.3,40.0,2493.5,382.3,13.4,20.45,6.36,,"Provo-Orem-Lehi, UT Metro Area",380
2018,40.2458,-111.6508,"PROVO BYU, UT US",856.3,0.0,107.0,9.0,172.0,92.0,-12.2,40.0,2530.1,343.9,13.4,20.51,6.29,,"Provo-Orem-Lehi, UT Metro Area",380
2019,40.2458,-111.6508,"PROVO BYU, UT US",668.2,0.0,117.0,7.0,159.0,72.0,-15.6,38.9,2885.5,433.3,12.19,19.14,5.24,,"Provo-Orem-Lehi, UT Metro Area",380
2020,40.2458,-111.6508,"PROVO BYU, UT US",793.0,0.0,117.0,4.0,186.0,94.0,-11.1,40.6,2712.2,185.5,13.22,20.72,5.73,,"Provo-Orem-Lehi, UT Metro Area",380
2021,40.2458,-111.6508,"PROVO BYU, UT US",840.6,0.0,102.0,3.0,172.0,85.0,-10.0,40.6,2666.6,449.1,13.53,20.66,6.39,,"Provo-Orem-Lehi, UT Metro Area",380
2022,40.2458,-111.6508,"PROVO BYU, UT US",810.7,0.0,135.0,15.0,179.0,84.0,-13.9,40.0,2740.5,324.4,12.5,19.71,5.28,,"Provo-Orem-Lehi, UT Metro Area",380
2023,40.2458,-111.6508,"PROVO BYU, UT US",,,,7.0,182.0,60.0,,40.6,3006.4,484.0,,19.08,,,"Provo-Orem-Lehi, UT Metro Area",380
2012,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",715.1,0.0,86.0,4.0,184.0,36.0,-9.4,40.0,2059.4,1045.3,14.28,20.35,8.21,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2013,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",657.8,0.0,104.0,16.0,180.0,17.0,-12.2,35.0,2542.7,1141.4,13.11,18.55,7.67,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2014,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",517.8,5.0,105.0,19.0,173.0,8.0,-19.9,33.9,2669.3,1234.7,12.09,17.83,6.36,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2015,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",612.0,2.0,92.0,19.0,177.0,17.0,-26.6,33.9,2801.7,1253.6,13.2,18.92,7.48,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2016,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",860.6,0.0,85.0,18.0,201.0,43.0,-13.2,35.0,2128.5,1177.1,14.59,20.42,8.77,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2017,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",640.1,0.0,78.0,12.0,196.0,15.0,-13.2,33.3,1941.7,1156.6,14.32,19.93,8.72,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2018,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",884.8,1.0,92.0,16.0,178.0,25.0,-18.2,35.0,2451.8,1545.7,13.9,19.08,8.71,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2019,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",816.7,0.0,90.0,11.0,193.0,38.0,-17.1,35.6,2343.9,1255.0,14.29,20.05,8.53,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2020,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",722.7,0.0,71.0,4.0,173.0,30.0,-10.5,35.6,2263.7,1225.9,14.13,19.61,8.64,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2021,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",698.6,0.0,88.0,14.0,189.0,16.0,-12.1,34.4,2434.9,,13.9,19.27,8.53,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2022,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",691.5,1.0,89.0,13.0,182.0,24.0,-18.8,35.0,2190.0,1164.1,13.58,19.35,7.8,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2023,38.36531,-82.5548,"HUNTINGTON TRI STATE AIRPORT, WV US",601.7,0.0,65.0,1.0,196.0,21.0,-10.5,34.4,2153.5,858.3,14.57,20.57,8.56,,"Huntington-Ashland, WV-KY-OH Metro Area",258
2012,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",708.7,0.0,20.0,0.0,206.0,86.0,-4.4,41.1,1467.5,537.4,16.48,23.85,9.11,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2013,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",709.4,0.0,42.0,0.0,233.0,68.0,-5.5,42.8,1314.3,147.7,16.55,24.43,8.68,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2014,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",846.5,0.0,11.0,0.0,239.0,88.0,-1.0,41.1,1149.6,476.2,17.97,25.19,10.74,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2015,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",875.9,0.0,18.0,0.0,242.0,90.0,-2.7,41.7,929.4,216.6,17.65,25.02,10.28,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2016,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",699.9,0.0,13.0,0.0,234.0,76.0,-2.7,40.0,1170.6,563.8,17.02,24.07,9.97,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2017,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",837.1,0.0,19.0,0.0,205.0,84.0,-1.6,43.3,1350.8,661.6,17.0,24.01,9.99,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2018,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",659.6,0.0,14.0,0.0,222.0,75.0,-1.6,40.0,1343.8,468.4,16.52,23.94,9.11,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2019,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",743.8,0.0,10.0,0.0,214.0,68.0,-1.6,40.6,1312.6,632.1,16.76,23.65,9.86,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2020,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",986.9,0.0,10.0,0.0,227.0,113.0,-0.5,44.4,1213.4,173.4,17.59,25.34,9.83,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2021,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",807.1,0.0,5.0,0.0,218.0,90.0,-2.7,42.8,1260.3,480.3,16.88,24.28,9.48,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2022,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",933.2,0.0,18.0,0.0,234.0,96.0,-2.7,45.6,1338.4,284.5,17.12,24.95,9.29,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2023,38.50659,-121.49604,"SACRAMENTO AIRPORT ASOS, CA US",710.5,0.0,14.0,0.0,200.0,70.0,-1.6,41.7,1556.6,480.2,16.42,23.35,9.5,,"Sacramento-Roseville-Folsom, CA Metro Area",397
2012,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",601.4,0.0,103.0,7.0,162.0,24.0,-11.6,38.3,2466.0,959.2,12.85,18.28,7.43,,"Lancaster, PA Metro Area",293
2013,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",511.6,0.0,131.0,20.0,152.0,12.0,-13.8,35.0,2969.4,1062.2,11.22,16.41,6.04,,"Lancaster, PA Metro Area",293
2014,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",404.3,5.0,127.0,36.0,152.0,5.0,-19.9,33.9,3389.6,1063.8,10.3,15.58,5.01,,"Lancaster, PA Metro Area",293
2015,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",541.6,5.0,110.0,31.0,161.0,13.0,-19.3,33.9,3282.3,957.5,11.48,16.91,6.05,,"Lancaster, PA Metro Area",293
2016,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",636.9,0.0,109.0,18.0,159.0,23.0,-17.1,35.0,2697.8,891.3,12.29,17.92,6.66,,"Lancaster, PA Metro Area",293
2017,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",594.5,0.0,95.0,18.0,166.0,21.0,-17.7,35.6,2530.2,877.3,12.71,18.09,7.33,,"Lancaster, PA Metro Area",293
2018,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",727.8,2.0,102.0,14.0,161.0,26.0,-19.3,36.1,2906.5,1630.4,12.53,17.46,7.6,,"Lancaster, PA Metro Area",293
2019,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",711.4,1.0,105.0,10.0,171.0,26.0,-19.3,35.6,2681.2,1115.9,12.84,18.11,7.57,,"Lancaster, PA Metro Area",293
2020,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",675.3,0.0,79.0,7.0,154.0,33.0,-12.1,36.1,2623.7,1083.4,13.27,18.74,7.81,,"Lancaster, PA Metro Area",293
2021,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",690.4,0.0,103.0,9.0,169.0,27.0,-9.9,36.7,2598.1,1146.6,13.17,18.54,7.81,,"Lancaster, PA Metro Area",293
2022,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",702.6,0.0,103.0,14.0,171.0,34.0,-14.9,36.1,2553.7,950.2,12.77,18.45,7.09,,"Lancaster, PA Metro Area",293
2023,40.12061,-76.29446,"LANCASTER AIRPORT, PA US",,,,,,,,,,909.8,,,,,"Lancaster, PA Metro Area",293
2012,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1077.2,0.0,38.0,0.0,249.0,52.0,-8.3,40.0,1174.3,1149.6,17.94,24.37,11.52,,"Anniston-Oxford, AL Metro Area",114
2013,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",967.6,0.0,55.0,0.0,221.0,25.0,-7.1,34.4,1545.0,1912.8,16.66,22.26,11.06,,"Anniston-Oxford, AL Metro Area",114
2014,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1054.5,0.0,66.0,3.0,223.0,51.0,-14.9,37.2,1698.9,1258.0,16.43,22.79,10.07,,"Anniston-Oxford, AL Metro Area",114
2015,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1156.8,0.0,55.0,1.0,248.0,61.0,-12.1,36.7,1599.2,1514.3,17.91,23.78,12.03,,"Anniston-Oxford, AL Metro Area",114
2016,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1329.5,0.0,53.0,1.0,263.0,103.0,-7.7,37.8,1159.6,816.7,18.48,25.13,11.82,,"Anniston-Oxford, AL Metro Area",114
2017,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1064.6,0.0,42.0,1.0,251.0,38.0,-8.2,35.6,1041.4,1527.2,17.91,23.89,11.94,,"Anniston-Oxford, AL Metro Area",114
2018,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1257.9,0.0,47.0,3.0,225.0,82.0,-12.7,36.1,1486.8,1445.4,17.64,23.55,11.74,,"Anniston-Oxford, AL Metro Area",114
2019,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1276.2,0.0,38.0,0.0,237.0,95.0,-7.1,38.3,1395.5,1382.4,18.19,24.4,11.97,,"Anniston-Oxford, AL Metro Area",114
2020,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1095.7,0.0,40.0,0.0,242.0,57.0,-7.1,36.1,1278.0,,17.97,23.87,12.07,,"Anniston-Oxford, AL Metro Area",114
2021,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1087.3,0.0,49.0,1.0,260.0,43.0,-6.6,35.0,1332.3,,17.71,23.81,11.61,,"Anniston-Oxford, AL Metro Area",114
2022,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1096.1,0.0,60.0,1.0,241.0,60.0,-12.7,36.1,1311.9,1210.5,17.38,23.76,11.0,,"Anniston-Oxford, AL Metro Area",114
2023,33.59043,-85.84788,"ANNISTON METROPOLITAN AIRPORT, AL US",1064.4,0.0,40.0,0.0,248.0,58.0,-6.0,37.8,1215.1,1174.9,18.0,24.33,11.67,,"Anniston-Oxford, AL Metro Area",114
2012,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",323.0,23.0,179.0,59.0,147.0,30.0,-27.8,40.0,3947.0,379.6,7.51,14.74,0.27,,"Bismarck, ND Metro Area",137
2013,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",296.1,39.0,206.0,88.0,127.0,19.0,-34.9,38.9,5006.0,680.3,5.12,11.49,-1.26,,"Bismarck, ND Metro Area",137
2014,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",243.4,50.0,188.0,89.0,126.0,10.0,-30.5,35.6,5105.9,354.8,5.29,11.89,-1.31,,"Bismarck, ND Metro Area",137
2015,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",331.2,32.0,178.0,65.0,143.0,25.0,-29.3,40.6,4591.9,450.9,7.41,14.46,0.35,,"Bismarck, ND Metro Area",137
2016,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",292.1,19.0,166.0,54.0,153.0,17.0,-34.9,36.1,3905.5,597.2,8.07,14.88,1.27,,"Bismarck, ND Metro Area",137
2017,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",329.9,30.0,181.0,67.0,138.0,28.0,-34.3,39.4,4425.6,350.4,7.08,14.05,0.12,,"Bismarck, ND Metro Area",137
2018,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",375.9,36.0,187.0,87.0,134.0,24.0,-33.8,40.0,4773.8,470.8,5.74,12.13,-0.65,,"Bismarck, ND Metro Area",137
2019,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",283.3,47.0,182.0,99.0,116.0,6.0,-36.0,34.4,5144.5,752.7,4.73,10.36,-0.91,,"Bismarck, ND Metro Area",137
2020,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",426.2,15.0,193.0,63.0,145.0,32.0,-29.9,37.8,4622.5,214.8,7.6,14.44,0.76,,"Bismarck, ND Metro Area",137
2021,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",566.6,23.0,183.0,51.0,154.0,51.0,-33.2,41.7,4203.3,316.1,8.49,15.81,1.17,,"Bismarck, ND Metro Area",137
2022,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",408.9,43.0,184.0,87.0,141.0,33.0,-32.7,39.4,4504.5,441.3,5.85,12.67,-0.97,,"Bismarck, ND Metro Area",137
2023,46.78232,-100.75752,"BISMARCK MUNICIPAL AIRPORT, ND US",370.2,31.0,183.0,83.0,137.0,25.0,-33.8,38.3,5087.1,522.9,6.57,12.99,0.15,,"Bismarck, ND Metro Area",137
2012,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",434.1,0.0,133.0,33.0,137.0,25.0,-17.7,36.7,3325.5,773.6,10.06,15.25,4.87,,"Traverse City, MI Metro Area",448
2013,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",285.0,3.0,152.0,78.0,128.0,10.0,-19.3,35.6,3961.6,919.2,7.65,12.47,2.83,,"Traverse City, MI Metro Area",448
2014,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",198.9,19.0,163.0,90.0,114.0,2.0,-27.7,32.2,4554.4,827.7,6.41,11.2,1.63,,"Traverse City, MI Metro Area",448
2015,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",302.7,16.0,133.0,64.0,127.0,10.0,-29.9,33.9,4374.2,622.1,8.19,13.45,2.94,,"Traverse City, MI Metro Area",448
2016,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",408.4,0.0,125.0,52.0,142.0,17.0,-17.7,34.4,3494.9,671.8,9.75,14.56,4.94,,"Traverse City, MI Metro Area",448
2017,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",279.3,2.0,135.0,55.0,128.0,5.0,-19.9,35.0,3433.7,829.8,8.91,13.69,4.13,,"Traverse City, MI Metro Area",448
2018,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",452.6,2.0,160.0,54.0,130.0,16.0,-19.9,36.7,3976.4,737.9,8.61,13.24,3.97,,"Traverse City, MI Metro Area",448
2019,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",249.4,8.0,146.0,61.0,118.0,4.0,-23.2,34.4,4163.1,857.9,7.47,12.32,2.62,,"Traverse City, MI Metro Area",448
2020,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",382.8,0.0,150.0,38.0,125.0,20.0,-16.6,35.0,3842.2,865.7,9.18,13.99,4.37,,"Traverse City, MI Metro Area",448
2021,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",404.0,1.0,142.0,44.0,145.0,9.0,-19.3,33.9,3629.6,694.4,9.75,14.71,4.8,,"Traverse City, MI Metro Area",448
2022,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",374.2,5.0,141.0,61.0,134.0,16.0,-21.0,35.6,3788.2,745.6,8.68,13.72,3.64,,"Traverse City, MI Metro Area",448
2023,44.73895,-85.5679,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",317.9,0.0,130.0,24.0,143.0,11.0,-13.8,34.4,3464.5,,9.93,14.74,5.12,,"Traverse City, MI Metro Area",448
2012,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",804.9,0.0,45.0,2.0,201.0,23.0,-8.3,38.9,1667.2,1073.4,15.75,20.96,10.53,,"Morristown, TN Metro Area",339
2013,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",655.9,0.0,75.0,2.0,186.0,0.0,-8.9,31.7,2161.4,1427.8,14.07,18.97,9.17,,"Morristown, TN Metro Area",339
2014,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",690.3,2.0,77.0,9.0,181.0,4.0,-18.9,32.2,2258.4,1185.8,13.86,19.13,8.59,,"Morristown, TN Metro Area",339
2015,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",777.2,1.0,64.0,9.0,192.0,9.0,-17.8,33.3,2283.9,1355.7,15.08,20.08,10.08,,"Morristown, TN Metro Area",339
2016,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",965.8,0.0,66.0,8.0,215.0,51.0,-12.2,35.6,1787.8,965.5,15.68,21.09,10.27,,"Morristown, TN Metro Area",339
2017,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",746.5,0.0,55.0,4.0,201.0,8.0,-12.8,34.4,1658.7,1109.3,15.42,20.63,10.21,,"Morristown, TN Metro Area",339
2018,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",945.6,0.0,69.0,12.0,189.0,17.0,-15.0,33.9,2122.9,1464.4,15.08,20.05,10.12,,"Morristown, TN Metro Area",339
2019,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",975.3,0.0,53.0,2.0,199.0,34.0,-11.7,35.6,1936.6,1501.4,15.89,21.17,10.59,,"Morristown, TN Metro Area",339
2020,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",791.7,0.0,42.0,5.0,180.0,19.0,-12.8,35.0,1871.4,1616.0,15.3,20.29,10.32,,"Morristown, TN Metro Area",339
2021,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",790.2,0.0,61.0,0.0,190.0,21.0,-7.2,33.9,1981.4,1146.3,15.15,20.28,10.02,,"Morristown, TN Metro Area",339
2022,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",801.0,1.0,69.0,7.0,197.0,18.0,-17.8,34.4,1872.5,1244.0,15.02,20.36,9.67,,"Morristown, TN Metro Area",339
2023,36.1682,-83.4027,"MORRISTOWN WEATHER FORECAST OFFICE, TN US",681.3,0.0,42.0,0.0,200.0,7.0,-6.7,34.4,1823.3,1171.3,15.55,20.73,10.37,,"Morristown, TN Metro Area",339
2012,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1015.1,0.0,44.0,0.0,220.0,51.0,-7.2,40.6,1432.6,1036.6,16.94,22.93,10.96,,"Durham-Chapel Hill, NC Metro Area",199
2013,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",849.7,0.0,70.0,1.0,196.0,28.0,-7.8,35.6,1872.5,1288.3,15.39,20.9,9.88,,"Durham-Chapel Hill, NC Metro Area",199
2014,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",897.2,0.0,75.0,5.0,207.0,43.0,-13.8,36.7,1956.9,1404.2,15.31,21.19,9.43,,"Durham-Chapel Hill, NC Metro Area",199
2015,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1039.4,0.0,61.0,6.0,218.0,52.0,-13.8,37.8,1960.7,1450.6,16.54,22.23,10.86,,"Durham-Chapel Hill, NC Metro Area",199
2016,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1140.5,0.0,59.0,6.0,224.0,70.0,-9.3,37.2,1475.7,1302.0,16.88,22.63,11.13,,"Durham-Chapel Hill, NC Metro Area",199
2017,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1068.1,0.0,56.0,4.0,231.0,56.0,-12.7,38.9,1415.9,1157.1,17.06,23.1,11.01,,"Durham-Chapel Hill, NC Metro Area",199
2018,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1156.5,0.0,64.0,7.0,206.0,58.0,-15.5,36.7,1882.5,1531.6,16.3,21.94,10.65,,"Durham-Chapel Hill, NC Metro Area",199
2019,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1135.3,0.0,52.0,1.0,215.0,75.0,-8.2,37.8,1759.6,1091.9,16.87,22.74,10.99,,"Durham-Chapel Hill, NC Metro Area",199
2020,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1001.6,0.0,48.0,0.0,214.0,52.0,-6.6,36.1,1530.7,1402.9,16.95,22.58,11.33,,"Durham-Chapel Hill, NC Metro Area",199
2021,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1011.8,0.0,55.0,0.0,231.0,57.0,-6.6,37.8,1697.3,1149.8,16.56,22.62,10.5,,"Durham-Chapel Hill, NC Metro Area",199
2022,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1160.8,0.0,66.0,2.0,229.0,81.0,-12.1,38.9,1493.5,1137.0,17.04,23.21,10.87,,"Durham-Chapel Hill, NC Metro Area",199
2023,35.89227,-78.78194,"RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US",1044.9,0.0,37.0,0.0,231.0,66.0,-4.9,38.9,1378.8,1142.4,17.66,23.74,11.58,,"Durham-Chapel Hill, NC Metro Area",199
2012,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",620.2,1.0,105.0,21.0,162.0,32.0,-18.2,41.1,2614.1,842.2,12.53,18.1,6.95,,"Muncie, IN Metro Area",341
2013,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",522.2,0.0,129.0,42.0,157.0,12.0,-16.6,35.6,3014.9,993.4,10.97,16.05,5.88,,"Muncie, IN Metro Area",341
2014,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",443.3,15.0,122.0,56.0,149.0,4.0,-25.5,32.2,3592.5,1014.7,9.52,14.76,4.28,,"Muncie, IN Metro Area",341
2015,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",473.2,9.0,100.0,39.0,157.0,6.0,-22.1,32.8,3480.3,1133.3,11.06,16.21,5.91,,"Muncie, IN Metro Area",341
2016,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",734.3,0.0,98.0,28.0,174.0,22.0,-17.1,34.4,2610.3,1016.9,12.95,18.11,7.79,,"Muncie, IN Metro Area",341
2017,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",589.3,4.0,87.0,24.0,175.0,12.0,-19.9,33.9,2450.2,1272.1,12.85,18.09,7.61,,"Muncie, IN Metro Area",341
2018,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",833.8,5.0,120.0,28.0,162.0,38.0,-23.2,36.7,2998.2,1096.1,12.26,17.27,7.26,,"Muncie, IN Metro Area",341
2019,40.23451,-85.39356,"MUNCIE DELAWARE CO AIRPORT, IN US",732.0,3.0,104.0,28.0,168.0,26.0,-23.8,35.6,2964.1,1068.3,12.35,17.49,7.2,,"Muncie, IN Metro Area",341
